Jahr,Monat-Nr.,Monat,Wochen-Nr.,Stunde-Nr.,Stunde,Tot,Schwerverletzt,Leichtverletzt
1993,2,Februar,6,7,07.00 - 07.59,0,2,18
1993,2,Februar,6,8,08.00 - 08.59,0,1,5
1993,2,Februar,6,9,09.00 - 09.59,0,2,13
1993,2,Februar,6,10,10.00 - 10.59,0,2,13
1993,2,Februar,6,11,11.00 - 11.59,0,2,13
1993,2,Februar,6,12,12.00 - 12.59,0,7,11
1993,2,Februar,6,13,13.00 - 13.59,0,6,21
1993,2,Februar,6,14,14.00 - 14.59,1,3,9
1993,2,Februar,6,15,15.00 - 15.59,1,5,18
1993,2,Februar,6,16,16.00 - 16.59,3,8,22
1993,2,Februar,6,17,17.00 - 17.59,0,6,25
1993,2,Februar,6,18,18.00 - 18.59,2,8,14
1993,2,Februar,6,19,19.00 - 19.59,1,6,13
1993,2,Februar,6,20,20.00 - 20.59,1,2,8
1993,2,Februar,6,21,21.00 - 21.59,0,5,13
1993,2,Februar,6,22,22.00 - 22.59,1,5,8
1993,2,Februar,6,23,23.00 - 23.59,2,5,7
1993,2,Februar,7,0,00.00 - 00.59,1,5,5
1993,2,Februar,7,1,01.00 - 01.59,0,5,5
1993,2,Februar,7,2,02.00 - 02.59,0,1,14
1993,2,Februar,7,3,03.00 - 03.59,0,3,8
1993,2,Februar,7,4,04.00 - 04.59,1,1,5
1993,2,Februar,7,5,05.00 - 05.59,0,2,7
1993,2,Februar,7,6,06.00 - 06.59,0,4,6
1993,2,Februar,7,7,07.00 - 07.59,1,8,16
1993,2,Februar,7,8,08.00 - 08.59,0,1,17
1993,2,Februar,7,9,09.00 - 09.59,0,9,11
1993,2,Februar,7,10,10.00 - 10.59,0,7,20
1993,2,Februar,7,11,11.00 - 11.59,1,5,23
1993,2,Februar,7,12,12.00 - 12.59,0,5,23
1993,2,Februar,7,13,13.00 - 13.59,2,8,28
1993,2,Februar,7,14,14.00 - 14.59,0,8,26
1993,2,Februar,7,15,15.00 - 15.59,0,11,21
1993,2,Februar,7,16,16.00 - 16.59,0,3,18
1993,2,Februar,7,17,17.00 - 17.59,0,12,27
1993,2,Februar,7,18,18.00 - 18.59,0,8,27
1993,2,Februar,7,19,19.00 - 19.59,0,4,10
1993,2,Februar,7,20,20.00 - 20.59,0,8,14
1993,2,Februar,7,21,21.00 - 21.59,1,0,11
1993,2,Februar,7,22,22.00 - 22.59,1,7,10
1993,2,Februar,7,23,23.00 - 23.59,1,1,15
1993,2,Februar,8,0,00.00 - 00.59,0,6,11
1993,2,Februar,8,1,01.00 - 01.59,0,1,1
1993,2,Februar,8,2,02.00 - 02.59,0,3,5
1993,2,Februar,8,3,03.00 - 03.59,0,3,2
1993,2,Februar,8,4,04.00 - 04.59,0,1,5
1993,2,Februar,8,5,05.00 - 05.59,0,1,5
1993,2,Februar,8,6,06.00 - 06.59,0,2,6
1993,2,Februar,8,7,07.00 - 07.59,0,5,15
1993,2,Februar,8,8,08.00 - 08.59,0,3,10
1993,2,Februar,8,9,09.00 - 09.59,0,6,8
1993,2,Februar,8,10,10.00 - 10.59,0,3,14
1993,2,Februar,8,11,11.00 - 11.59,0,11,16
1993,2,Februar,8,12,12.00 - 12.59,0,4,19
1993,2,Februar,8,13,13.00 - 13.59,0,10,34
1993,2,Februar,8,14,14.00 - 14.59,1,10,16
1993,2,Februar,8,15,15.00 - 15.59,1,5,27
1993,2,Februar,8,16,16.00 - 16.59,2,12,27
1993,2,Februar,8,17,17.00 - 17.59,2,3,39
1993,2,Februar,8,18,18.00 - 18.59,0,6,26
1993,2,Februar,8,19,19.00 - 19.59,1,3,15
1993,2,Februar,8,20,20.00 - 20.59,1,2,16
1993,2,Februar,8,21,21.00 - 21.59,0,5,2
1993,2,Februar,8,22,22.00 - 22.59,0,0,6
1993,2,Februar,8,23,23.00 - 23.59,0,1,4
1993,3,MÃ¤rz,9,0,00.00 - 00.59,0,4,9
1993,3,MÃ¤rz,9,1,01.00 - 01.59,0,3,4
1993,3,MÃ¤rz,9,2,02.00 - 02.59,0,0,2
1993,3,MÃ¤rz,9,3,03.00 - 03.59,0,1,10
1993,3,MÃ¤rz,9,4,04.00 - 04.59,0,0,3
1993,3,MÃ¤rz,9,5,05.00 - 05.59,0,2,4
1993,3,MÃ¤rz,9,6,06.00 - 06.59,0,4,9
1993,3,MÃ¤rz,9,7,07.00 - 07.59,0,3,20
1993,3,MÃ¤rz,9,8,08.00 - 08.59,0,2,5
1993,3,MÃ¤rz,9,9,09.00 - 09.59,0,4,14
1993,3,MÃ¤rz,9,10,10.00 - 10.59,0,3,21
1993,3,MÃ¤rz,9,11,11.00 - 11.59,1,6,20
1993,3,MÃ¤rz,9,12,12.00 - 12.59,0,4,20
1993,3,MÃ¤rz,9,13,13.00 - 13.59,2,5,25
1993,3,MÃ¤rz,9,14,14.00 - 14.59,0,9,21
1993,3,MÃ¤rz,9,15,15.00 - 15.59,0,6,23
1993,3,MÃ¤rz,9,16,16.00 - 16.59,0,4,27
1993,3,MÃ¤rz,9,17,17.00 - 17.59,0,5,22
1993,3,MÃ¤rz,9,18,18.00 - 18.59,1,4,13
1993,3,MÃ¤rz,9,19,19.00 - 19.59,2,8,25
1993,3,MÃ¤rz,9,20,20.00 - 20.59,0,5,7
1993,3,MÃ¤rz,9,21,21.00 - 21.59,1,3,10
1993,3,MÃ¤rz,9,22,22.00 - 22.59,0,5,11
1993,3,MÃ¤rz,9,23,23.00 - 23.59,0,6,8
1993,3,MÃ¤rz,10,0,00.00 - 00.59,0,2,7
1993,3,MÃ¤rz,10,1,01.00 - 01.59,0,1,4
1993,3,MÃ¤rz,10,2,02.00 - 02.59,0,2,4
1993,3,MÃ¤rz,10,3,03.00 - 03.59,0,2,3
1993,3,MÃ¤rz,10,4,04.00 - 04.59,0,0,2
1993,3,MÃ¤rz,10,5,05.00 - 05.59,0,0,4
1993,3,MÃ¤rz,10,6,06.00 - 06.59,2,8,10
1993,3,MÃ¤rz,10,7,07.00 - 07.59,1,8,21
1993,3,MÃ¤rz,10,8,08.00 - 08.59,0,9,11
1993,3,MÃ¤rz,10,9,09.00 - 09.59,0,2,19
1993,3,MÃ¤rz,10,10,10.00 - 10.59,0,1,11
1993,3,MÃ¤rz,10,11,11.00 - 11.59,2,8,17
1993,3,MÃ¤rz,10,12,12.00 - 12.59,1,7,18
1993,3,MÃ¤rz,10,13,13.00 - 13.59,3,10,21
1993,3,MÃ¤rz,10,14,14.00 - 14.59,0,7,26
1993,3,MÃ¤rz,10,15,15.00 - 15.59,1,14,34
1993,3,MÃ¤rz,10,16,16.00 - 16.59,1,12,38
1993,3,MÃ¤rz,10,17,17.00 - 17.59,0,3,22
1993,3,MÃ¤rz,10,18,18.00 - 18.59,0,2,15
1993,3,MÃ¤rz,10,19,19.00 - 19.59,0,2,14
1993,3,MÃ¤rz,10,20,20.00 - 20.59,0,5,11
1993,3,MÃ¤rz,10,21,21.00 - 21.59,0,2,6
1993,3,MÃ¤rz,10,22,22.00 - 22.59,1,1,3
1993,3,MÃ¤rz,10,23,23.00 - 23.59,0,4,16
1993,3,MÃ¤rz,11,0,00.00 - 00.59,1,5,4
1993,3,MÃ¤rz,11,1,01.00 - 01.59,0,2,6
1993,3,MÃ¤rz,11,2,02.00 - 02.59,0,3,0
1993,3,MÃ¤rz,11,3,03.00 - 03.59,2,4,2
1993,3,MÃ¤rz,11,4,04.00 - 04.59,0,0,0
1993,3,MÃ¤rz,11,5,05.00 - 05.59,0,0,2
1993,3,MÃ¤rz,11,6,06.00 - 06.59,0,2,6
1993,3,MÃ¤rz,11,7,07.00 - 07.59,0,3,10
1993,3,MÃ¤rz,11,8,08.00 - 08.59,0,6,12
1993,3,MÃ¤rz,11,9,09.00 - 09.59,0,5,7
1993,3,MÃ¤rz,11,10,10.00 - 10.59,0,3,14
1993,3,MÃ¤rz,11,11,11.00 - 11.59,0,8,17
1993,3,MÃ¤rz,11,12,12.00 - 12.59,2,11,29
1993,3,MÃ¤rz,11,13,13.00 - 13.59,1,9,29
1993,3,MÃ¤rz,11,14,14.00 - 14.59,1,9,23
1993,3,MÃ¤rz,11,15,15.00 - 15.59,1,8,18
1993,3,MÃ¤rz,11,16,16.00 - 16.59,2,7,31
1993,3,MÃ¤rz,11,17,17.00 - 17.59,1,7,42
1993,3,MÃ¤rz,11,18,18.00 - 18.59,1,7,23
1993,3,MÃ¤rz,11,19,19.00 - 19.59,0,8,14
1993,3,MÃ¤rz,11,20,20.00 - 20.59,0,3,13
1993,3,MÃ¤rz,11,21,21.00 - 21.59,0,4,8
1993,3,MÃ¤rz,11,22,22.00 - 22.59,2,4,8
1993,3,MÃ¤rz,11,23,23.00 - 23.59,0,4,6
1993,3,MÃ¤rz,12,0,00.00 - 00.59,0,2,10
1993,3,MÃ¤rz,12,1,01.00 - 01.59,0,1,7
1993,3,MÃ¤rz,12,2,02.00 - 02.59,0,1,6
1993,3,MÃ¤rz,12,3,03.00 - 03.59,0,2,8
1993,3,MÃ¤rz,12,4,04.00 - 04.59,0,2,2
1993,3,MÃ¤rz,12,5,05.00 - 05.59,0,4,7
1993,3,MÃ¤rz,12,6,06.00 - 06.59,0,4,7
1993,3,MÃ¤rz,12,7,07.00 - 07.59,0,2,33
1993,3,MÃ¤rz,12,8,08.00 - 08.59,0,7,13
1993,3,MÃ¤rz,12,9,09.00 - 09.59,1,7,10
1993,3,MÃ¤rz,12,10,10.00 - 10.59,2,2,21
1993,3,MÃ¤rz,12,11,11.00 - 11.59,0,9,14
1993,3,MÃ¤rz,12,12,12.00 - 12.59,0,5,28
1993,3,MÃ¤rz,12,13,13.00 - 13.59,0,1,24
1993,3,MÃ¤rz,12,14,14.00 - 14.59,0,3,31
1993,3,MÃ¤rz,12,15,15.00 - 15.59,2,6,21
1993,3,MÃ¤rz,12,16,16.00 - 16.59,0,9,38
1993,3,MÃ¤rz,12,17,17.00 - 17.59,3,6,28
1993,3,MÃ¤rz,12,18,18.00 - 18.59,0,7,26
1993,3,MÃ¤rz,12,19,19.00 - 19.59,0,6,18
1993,3,MÃ¤rz,12,20,20.00 - 20.59,0,5,19
1993,3,MÃ¤rz,12,21,21.00 - 21.59,0,2,7
1993,3,MÃ¤rz,12,22,22.00 - 22.59,0,2,10
1993,3,MÃ¤rz,12,23,23.00 - 23.59,0,8,14
1993,3,MÃ¤rz,13,0,00.00 - 00.59,0,0,0
1993,3,MÃ¤rz,13,1,01.00 - 01.59,0,0,1
1993,3,MÃ¤rz,13,2,02.00 - 02.59,0,0,1
1993,3,MÃ¤rz,13,3,03.00 - 03.59,0,1,1
1993,3,MÃ¤rz,13,5,05.00 - 05.59,0,1,2
1993,3,MÃ¤rz,13,6,06.00 - 06.59,0,0,2
1993,3,MÃ¤rz,13,7,07.00 - 07.59,1,1,4
1993,3,MÃ¤rz,13,8,08.00 - 08.59,0,0,4
1993,3,MÃ¤rz,13,9,09.00 - 09.59,1,2,5
1993,3,MÃ¤rz,13,10,10.00 - 10.59,0,0,4
1993,3,MÃ¤rz,13,11,11.00 - 11.59,0,4,9
1993,3,MÃ¤rz,13,12,12.00 - 12.59,0,3,9
1993,3,MÃ¤rz,13,13,13.00 - 13.59,0,3,9
1993,3,MÃ¤rz,13,14,14.00 - 14.59,0,3,6
1993,3,MÃ¤rz,13,15,15.00 - 15.59,0,4,4
1993,3,MÃ¤rz,13,16,16.00 - 16.59,1,5,13
1993,3,MÃ¤rz,13,17,17.00 - 17.59,0,9,11
1993,3,MÃ¤rz,13,18,18.00 - 18.59,0,0,13
1993,3,MÃ¤rz,13,19,19.00 - 19.59,0,2,9
1993,3,MÃ¤rz,13,20,20.00 - 20.59,0,3,1
1993,3,MÃ¤rz,13,21,21.00 - 21.59,0,1,4
1993,3,MÃ¤rz,13,22,22.00 - 22.59,0,1,3
1993,3,MÃ¤rz,13,23,23.00 - 23.59,0,1,1
1993,4,April,13,0,00.00 - 00.59,0,4,6
1993,4,April,13,1,01.00 - 01.59,0,4,3
1993,4,April,13,2,02.00 - 02.59,0,2,2
1993,4,April,13,3,03.00 - 03.59,0,1,3
1993,4,April,13,4,04.00 - 04.59,1,1,2
1993,4,April,13,5,05.00 - 05.59,0,0,2
1993,4,April,13,6,06.00 - 06.59,0,0,8
1993,4,April,13,7,07.00 - 07.59,3,6,3
1993,4,April,13,8,08.00 - 08.59,0,1,7
1993,4,April,13,9,09.00 - 09.59,0,0,7
1993,4,April,13,10,10.00 - 10.59,1,2,11
1993,4,April,13,11,11.00 - 11.59,0,4,9
1993,4,April,13,12,12.00 - 12.59,0,5,9
1993,4,April,13,13,13.00 - 13.59,0,2,8
1993,4,April,13,14,14.00 - 14.59,0,2,10
1993,4,April,13,15,15.00 - 15.59,1,1,16
1993,4,April,13,16,16.00 - 16.59,1,5,17
1993,4,April,13,17,17.00 - 17.59,1,9,9
1993,4,April,13,18,18.00 - 18.59,0,11,12
1993,4,April,13,19,19.00 - 19.59,0,5,4
1993,4,April,13,20,20.00 - 20.59,0,3,6
1993,4,April,13,21,21.00 - 21.59,1,3,9
1993,4,April,13,22,22.00 - 22.59,0,1,4
1993,4,April,13,23,23.00 - 23.59,0,3,4
1993,4,April,14,0,00.00 - 00.59,2,4,9
1993,4,April,14,1,01.00 - 01.59,0,1,5
1993,4,April,14,2,02.00 - 02.59,0,1,6
1993,4,April,14,3,03.00 - 03.59,1,1,4
1993,4,April,14,4,04.00 - 04.59,0,1,0
1993,4,April,14,5,05.00 - 05.59,0,0,1
1993,4,April,14,6,06.00 - 06.59,1,7,16
1993,4,April,14,7,07.00 - 07.59,0,6,14
1993,4,April,14,8,08.00 - 08.59,0,4,16
1993,4,April,14,9,09.00 - 09.59,3,5,25
1993,4,April,14,10,10.00 - 10.59,0,3,16
1993,4,April,14,11,11.00 - 11.59,1,7,25
1993,4,April,14,12,12.00 - 12.59,0,6,26
1993,4,April,14,13,13.00 - 13.59,1,10,20
1993,4,April,14,14,14.00 - 14.59,0,3,12
1993,4,April,14,15,15.00 - 15.59,1,11,23
1993,4,April,14,16,16.00 - 16.59,0,7,26
1993,4,April,14,17,17.00 - 17.59,1,8,37
1993,4,April,14,18,18.00 - 18.59,1,8,26
1993,4,April,14,19,19.00 - 19.59,2,3,21
1993,4,April,14,20,20.00 - 20.59,0,4,13
1993,4,April,14,21,21.00 - 21.59,1,2,11
1993,4,April,14,22,22.00 - 22.59,0,7,13
1993,4,April,14,23,23.00 - 23.59,0,2,13
1993,4,April,15,0,00.00 - 00.59,1,0,11
1993,4,April,15,1,01.00 - 01.59,0,5,14
1993,4,April,15,2,02.00 - 02.59,0,6,1
1993,4,April,15,3,03.00 - 03.59,0,2,6
1993,4,April,15,4,04.00 - 04.59,0,2,3
1993,4,April,15,5,05.00 - 05.59,0,0,2
1993,4,April,15,6,06.00 - 06.59,0,0,5
1993,4,April,15,7,07.00 - 07.59,0,3,8
1993,4,April,15,8,08.00 - 08.59,0,1,8
1993,4,April,15,9,09.00 - 09.59,0,2,17
1993,4,April,15,10,10.00 - 10.59,0,5,8
1993,4,April,15,11,11.00 - 11.59,1,5,26
1993,4,April,15,12,12.00 - 12.59,0,12,25
1993,4,April,15,13,13.00 - 13.59,0,9,16
1993,4,April,15,14,14.00 - 14.59,1,2,26
1993,4,April,15,15,15.00 - 15.59,1,8,31
1993,4,April,15,16,16.00 - 16.59,1,11,23
1993,4,April,15,17,17.00 - 17.59,0,12,29
1993,4,April,15,18,18.00 - 18.59,1,3,21
1993,4,April,15,19,19.00 - 19.59,0,3,14
1993,4,April,15,20,20.00 - 20.59,0,3,8
1993,4,April,15,21,21.00 - 21.59,0,3,8
1993,4,April,15,22,22.00 - 22.59,0,5,6
1993,4,April,15,23,23.00 - 23.59,0,1,20
1993,4,April,16,0,00.00 - 00.59,0,4,11
1993,4,April,16,1,01.00 - 01.59,1,2,6
1993,4,April,16,2,02.00 - 02.59,0,0,4
1993,4,April,16,3,03.00 - 03.59,0,0,2
1993,4,April,16,4,04.00 - 04.59,1,2,3
1993,4,April,16,5,05.00 - 05.59,0,0,1
1993,4,April,16,6,06.00 - 06.59,0,3,10
1993,4,April,16,7,07.00 - 07.59,1,4,8
1993,4,April,16,8,08.00 - 08.59,0,5,7
1993,4,April,16,9,09.00 - 09.59,0,7,9
1993,4,April,16,10,10.00 - 10.59,0,7,17
1993,4,April,16,11,11.00 - 11.59,1,5,25
1993,4,April,16,12,12.00 - 12.59,0,11,26
1993,4,April,16,13,13.00 - 13.59,0,7,27
1993,4,April,16,14,14.00 - 14.59,1,16,29
1993,4,April,16,15,15.00 - 15.59,1,7,42
1993,4,April,16,16,16.00 - 16.59,0,10,37
1993,4,April,16,17,17.00 - 17.59,2,16,49
1993,4,April,16,18,18.00 - 18.59,1,14,30
1993,4,April,16,19,19.00 - 19.59,0,5,26
1993,4,April,16,20,20.00 - 20.59,1,7,9
1993,4,April,16,21,21.00 - 21.59,1,8,15
1993,4,April,16,22,22.00 - 22.59,2,4,10
1993,4,April,16,23,23.00 - 23.59,0,1,8
1993,4,April,17,0,00.00 - 00.59,0,1,5
1993,4,April,17,1,01.00 - 01.59,0,0,1
1993,4,April,17,2,02.00 - 02.59,0,1,2
1993,4,April,17,3,03.00 - 03.59,0,0,0
1993,4,April,17,4,04.00 - 04.59,1,2,1
1993,4,April,17,5,05.00 - 05.59,0,0,3
1993,4,April,17,6,06.00 - 06.59,0,3,7
1993,4,April,17,7,07.00 - 07.59,0,9,20
1993,4,April,17,8,08.00 - 08.59,0,4,10
1993,4,April,17,9,09.00 - 09.59,1,4,3
1993,4,April,17,10,10.00 - 10.59,0,4,9
1993,4,April,17,11,11.00 - 11.59,0,4,15
1993,4,April,17,12,12.00 - 12.59,1,10,19
1993,4,April,17,13,13.00 - 13.59,2,13,22
1993,4,April,17,14,14.00 - 14.59,0,3,13
1993,4,April,17,15,15.00 - 15.59,0,11,17
1993,4,April,17,16,16.00 - 16.59,1,15,19
1993,4,April,17,17,17.00 - 17.59,0,13,50
1993,4,April,17,18,18.00 - 18.59,1,11,33
1993,4,April,17,19,19.00 - 19.59,0,7,16
1993,4,April,17,20,20.00 - 20.59,1,7,4
1993,4,April,17,21,21.00 - 21.59,0,1,7
1993,4,April,17,22,22.00 - 22.59,1,5,10
1993,4,April,17,23,23.00 - 23.59,0,3,9
1993,5,Mai,17,0,00.00 - 00.59,0,0,2
1993,5,Mai,17,1,01.00 - 01.59,0,0,4
1993,5,Mai,17,2,02.00 - 02.59,1,1,7
1993,5,Mai,17,3,03.00 - 03.59,0,3,1
1993,5,Mai,17,4,04.00 - 04.59,0,1,2
1993,5,Mai,17,5,05.00 - 05.59,0,2,1
1993,5,Mai,17,6,06.00 - 06.59,0,0,0
1993,5,Mai,17,7,07.00 - 07.59,0,0,4
1993,5,Mai,17,8,08.00 - 08.59,0,0,3
1993,5,Mai,17,9,09.00 - 09.59,0,0,8
1993,5,Mai,17,10,10.00 - 10.59,0,2,2
1993,5,Mai,17,11,11.00 - 11.59,1,2,7
1993,5,Mai,17,12,12.00 - 12.59,0,2,7
1993,5,Mai,17,13,13.00 - 13.59,0,0,2
1993,5,Mai,17,14,14.00 - 14.59,0,0,5
1993,5,Mai,17,15,15.00 - 15.59,1,2,10
1993,5,Mai,17,16,16.00 - 16.59,0,1,12
1993,5,Mai,17,17,17.00 - 17.59,0,3,11
1993,5,Mai,17,18,18.00 - 18.59,1,4,11
1993,5,Mai,17,19,19.00 - 19.59,1,4,6
1993,5,Mai,17,20,20.00 - 20.59,0,1,3
1993,5,Mai,17,21,21.00 - 21.59,0,1,5
1993,5,Mai,17,22,22.00 - 22.59,0,2,6
1993,5,Mai,17,23,23.00 - 23.59,1,1,4
1993,5,Mai,18,0,00.00 - 00.59,0,7,12
1993,5,Mai,18,1,01.00 - 01.59,0,2,2
1993,5,Mai,18,2,02.00 - 02.59,1,1,1
1993,5,Mai,18,3,03.00 - 03.59,2,0,7
1993,5,Mai,18,4,04.00 - 04.59,0,1,2
1993,5,Mai,18,5,05.00 - 05.59,1,1,3
1993,5,Mai,18,6,06.00 - 06.59,1,3,9
1993,5,Mai,18,7,07.00 - 07.59,0,3,18
1993,5,Mai,18,8,08.00 - 08.59,0,2,12
1993,5,Mai,18,9,09.00 - 09.59,0,5,6
1993,5,Mai,18,10,10.00 - 10.59,0,7,11
1993,5,Mai,18,11,11.00 - 11.59,0,6,27
1993,5,Mai,18,12,12.00 - 12.59,0,5,13
1993,5,Mai,18,13,13.00 - 13.59,0,13,28
1993,5,Mai,18,14,14.00 - 14.59,3,12,26
1993,5,Mai,18,15,15.00 - 15.59,0,7,27
1993,5,Mai,18,16,16.00 - 16.59,0,10,32
1993,5,Mai,18,17,17.00 - 17.59,2,13,44
1993,5,Mai,18,18,18.00 - 18.59,1,12,36
1993,5,Mai,18,19,19.00 - 19.59,0,6,26
1993,5,Mai,18,20,20.00 - 20.59,0,6,8
1993,5,Mai,18,21,21.00 - 21.59,2,7,13
1993,5,Mai,18,22,22.00 - 22.59,0,5,13
1993,5,Mai,18,23,23.00 - 23.59,0,5,17
1993,5,Mai,19,0,00.00 - 00.59,2,2,8
1993,5,Mai,19,1,01.00 - 01.59,0,3,12
1993,5,Mai,19,2,02.00 - 02.59,0,0,5
1993,5,Mai,19,3,03.00 - 03.59,1,0,2
1993,5,Mai,19,4,04.00 - 04.59,0,4,3
1993,5,Mai,19,5,05.00 - 05.59,1,7,1
1993,5,Mai,19,6,06.00 - 06.59,0,5,11
1993,5,Mai,19,7,07.00 - 07.59,0,10,19
1993,5,Mai,19,8,08.00 - 08.59,0,2,14
1993,5,Mai,19,9,09.00 - 09.59,0,5,6
1993,5,Mai,19,10,10.00 - 10.59,0,7,13
1993,5,Mai,19,11,11.00 - 11.59,1,10,17
1993,5,Mai,19,12,12.00 - 12.59,0,8,30
1993,5,Mai,19,13,13.00 - 13.59,2,13,38
1993,5,Mai,19,14,14.00 - 14.59,2,14,25
1993,5,Mai,19,15,15.00 - 15.59,1,11,32
1993,5,Mai,19,16,16.00 - 16.59,0,20,30
1993,5,Mai,19,17,17.00 - 17.59,1,13,46
1993,5,Mai,19,18,18.00 - 18.59,1,13,28
1993,5,Mai,19,19,19.00 - 19.59,2,19,24
1993,5,Mai,19,20,20.00 - 20.59,0,5,13
1993,5,Mai,19,21,21.00 - 21.59,0,7,14
1993,5,Mai,19,22,22.00 - 22.59,0,4,12
1993,5,Mai,19,23,23.00 - 23.59,0,10,14
1993,5,Mai,20,0,00.00 - 00.59,2,4,13
1993,5,Mai,20,1,01.00 - 01.59,0,5,5
1993,5,Mai,20,2,02.00 - 02.59,0,3,8
1993,5,Mai,20,3,03.00 - 03.59,0,3,5
1993,5,Mai,20,4,04.00 - 04.59,1,2,3
1993,5,Mai,20,5,05.00 - 05.59,0,1,5
1993,5,Mai,20,6,06.00 - 06.59,0,1,9
1993,5,Mai,20,7,07.00 - 07.59,1,4,13
1993,5,Mai,20,8,08.00 - 08.59,0,6,15
1993,5,Mai,20,9,09.00 - 09.59,0,4,23
1993,5,Mai,20,10,10.00 - 10.59,0,6,17
1993,5,Mai,20,11,11.00 - 11.59,0,6,24
1993,5,Mai,20,12,12.00 - 12.59,1,15,30
1993,5,Mai,20,13,13.00 - 13.59,0,7,33
1993,5,Mai,20,14,14.00 - 14.59,1,8,49
1993,5,Mai,20,15,15.00 - 15.59,1,13,38
1993,5,Mai,20,16,16.00 - 16.59,2,9,42
1993,5,Mai,20,17,17.00 - 17.59,1,10,54
1993,5,Mai,20,18,18.00 - 18.59,0,11,34
1993,5,Mai,20,19,19.00 - 19.59,1,9,12
1993,5,Mai,20,20,20.00 - 20.59,0,6,18
1993,5,Mai,20,21,21.00 - 21.59,0,5,11
1993,5,Mai,20,22,22.00 - 22.59,0,3,18
1993,5,Mai,20,23,23.00 - 23.59,1,5,7
1993,5,Mai,21,0,00.00 - 00.59,0,2,12
1993,5,Mai,21,1,01.00 - 01.59,2,3,5
1993,5,Mai,21,2,02.00 - 02.59,0,5,13
1993,5,Mai,21,3,03.00 - 03.59,0,7,7
1993,5,Mai,21,4,04.00 - 04.59,0,1,3
1993,5,Mai,21,5,05.00 - 05.59,0,0,4
1993,5,Mai,21,6,06.00 - 06.59,0,4,13
1993,5,Mai,21,7,07.00 - 07.59,0,4,34
1993,5,Mai,21,8,08.00 - 08.59,0,6,15
1993,5,Mai,21,9,09.00 - 09.59,1,8,16
1993,5,Mai,21,10,10.00 - 10.59,1,5,9
1993,5,Mai,21,11,11.00 - 11.59,1,13,30
1993,5,Mai,21,12,12.00 - 12.59,0,9,31
1993,5,Mai,21,13,13.00 - 13.59,0,18,41
1993,5,Mai,21,14,14.00 - 14.59,0,9,34
1993,5,Mai,21,15,15.00 - 15.59,2,21,34
1993,5,Mai,21,16,16.00 - 16.59,0,15,36
1993,5,Mai,21,17,17.00 - 17.59,1,22,57
1993,5,Mai,21,18,18.00 - 18.59,0,9,37
1993,5,Mai,21,19,19.00 - 19.59,0,7,20
1993,5,Mai,21,20,20.00 - 20.59,0,7,17
1993,5,Mai,21,21,21.00 - 21.59,0,7,24
1993,5,Mai,21,22,22.00 - 22.59,0,2,13
1993,5,Mai,21,23,23.00 - 23.59,0,4,6
1993,5,Mai,22,0,00.00 - 00.59,0,3,0
1993,5,Mai,22,1,01.00 - 01.59,0,0,0
1993,5,Mai,22,2,02.00 - 02.59,0,0,1
1993,5,Mai,22,3,03.00 - 03.59,0,1,1
1993,5,Mai,22,4,04.00 - 04.59,0,0,0
1993,5,Mai,22,6,06.00 - 06.59,0,0,0
1993,5,Mai,22,8,08.00 - 08.59,0,0,1
1993,5,Mai,22,9,09.00 - 09.59,0,0,1
1993,5,Mai,22,10,10.00 - 10.59,0,1,2
1993,5,Mai,22,11,11.00 - 11.59,0,1,6
1993,5,Mai,22,12,12.00 - 12.59,0,0,1
1993,5,Mai,22,13,13.00 - 13.59,0,1,5
1993,5,Mai,22,14,14.00 - 14.59,0,3,2
1993,5,Mai,22,15,15.00 - 15.59,0,1,4
1993,5,Mai,22,16,16.00 - 16.59,1,0,6
1993,5,Mai,22,17,17.00 - 17.59,1,2,8
1993,5,Mai,22,18,18.00 - 18.59,0,3,5
1993,5,Mai,22,19,19.00 - 19.59,2,2,4
1993,5,Mai,22,20,20.00 - 20.59,0,0,5
1993,5,Mai,22,21,21.00 - 21.59,1,1,1
1993,5,Mai,22,22,22.00 - 22.59,1,0,3
1993,5,Mai,22,23,23.00 - 23.59,0,0,3
1993,6,Juni,22,0,00.00 - 00.59,4,6,1
1993,6,Juni,22,1,01.00 - 01.59,1,1,2
1993,6,Juni,22,2,02.00 - 02.59,0,3,0
1993,6,Juni,22,3,03.00 - 03.59,0,4,3
1993,6,Juni,22,4,04.00 - 04.59,1,1,1
1993,6,Juni,22,5,05.00 - 05.59,0,2,2
1993,6,Juni,22,6,06.00 - 06.59,0,3,13
1993,6,Juni,22,7,07.00 - 07.59,1,11,15
1993,6,Juni,22,8,08.00 - 08.59,1,5,13
1993,6,Juni,22,9,09.00 - 09.59,0,13,13
1993,6,Juni,22,10,10.00 - 10.59,0,5,24
1993,6,Juni,22,11,11.00 - 11.59,1,6,20
1993,6,Juni,22,12,12.00 - 12.59,0,9,25
1993,6,Juni,22,13,13.00 - 13.59,1,4,25
1993,6,Juni,22,14,14.00 - 14.59,1,7,37
1993,6,Juni,22,15,15.00 - 15.59,2,11,21
1993,6,Juni,22,16,16.00 - 16.59,0,11,31
1993,6,Juni,22,17,17.00 - 17.59,1,17,40
1993,6,Juni,22,18,18.00 - 18.59,0,15,29
1993,6,Juni,22,19,19.00 - 19.59,1,9,21
1993,6,Juni,22,20,20.00 - 20.59,0,2,15
1993,6,Juni,22,21,21.00 - 21.59,0,8,8
